#{"t_start": 1739548315.7139258, "env_id": "supertuxkart/flattened_continuous_actions-v0"}
r,l,t
-81.976337,1500,772.667553
-50.358789,1500,774.643055
-150.0,1500,777.649793
0.779944,1500,779.674307
-100.792382,1500,782.332016
404.096941,1500,784.216602
-116.793155,1500,786.9813
-93.681332,1500,789.972683
-103.0,1500,795.32923
117.833838,1500,798.330719
-124.64987,1500,801.091873
-150.0,1500,803.418732
-53.662961,1500,805.339584
-84.975153,1500,807.332326
-124.827963,1500,810.47453
137.401251,1500,812.889801
-121.211617,1500,815.418153
-100.844399,1500,817.612084
-65.881946,1500,820.293565
-119.998835,1500,822.631408
-144.960789,1500,825.217509
-125.317374,1500,827.703809
-79.181126,1500,830.052599
-141.104366,1500,831.983722
-78.917342,1500,833.951851
-146.545017,1500,836.393054
-101.270612,1500,838.747645
-122.31852,1500,841.708452
-95.395088,1500,844.59381
-100.0,1500,847.163678
-95.861636,1500,849.488895
-65.299051,1500,852.465651
-98.11241,1500,854.710709
-98.160928,1500,856.941348
-118.310197,1500,858.843437
-123.116968,1500,861.816091
-118.310197,1500,864.048
-121.410231,1500,866.248564
-101.580853,1500,868.996295
-139.708825,1500,871.174719
-73.926953,1500,874.28939
967.918347,1500,877.141334
437.798819,1500,880.073783
-135.750632,1500,882.118247
-144.842492,1500,884.636333
-81.091881,1500,886.428093
-79.809944,1500,888.824831
-148.875,1500,891.362122
-81.09369,1500,893.293638
-74.220439,1500,895.796732
-101.166162,1500,898.899398
-145.783026,1500,901.235204
-76.975394,1500,904.108703
-94.607595,1500,906.247052
-102.07289,1500,908.5047
-121.880007,1500,910.856281
-98.313762,1500,913.381306
-121.405351,1500,916.290325
-124.64987,1500,919.087972
-136.456554,1500,922.047338
-99.131239,1500,924.332344
-95.395088,1500,926.832378
-69.811383,1500,929.562907
-121.131239,1500,931.921503
-145.211617,1500,934.194059
-86.87197,1500,936.826706
-111.894562,1500,938.942362
-102.760595,1500,944.44555
-134.821352,1500,946.302037
108.059802,1500,948.244263
-88.894562,1500,950.428507
-117.434806,1500,952.767259
-119.944341,1500,955.883372
-112.181566,1500,959.143287
-148.415309,1500,962.485421
-146.16937,1500,967.911963
-143.646284,1500,969.809743
-120.553528,1500,971.964951
-14.681549,1500,973.9307
-123.980267,1500,975.946692
-78.436264,1500,978.742927
-148.186193,1500,982.042834
-119.755619,1500,984.492415
-148.256315,1500,987.744648
132.888976,1500,990.092815
-89.667172,1500,993.02661
-50.369305,1500,995.363271
-147.147531,1500,997.652
-127.0,1500,1000.016407
-103.127039,1500,1002.448991
-87.428788,1500,1005.329017
-118.40023,1500,1007.646454
